,title,singer,lyrics
688,그런 사람 또 없습니다,이승철,"천번이고 다시 태어난데도 
그런 사람 또 없을테죠 음~
슬픈 내 삶을 따뜻하게 해줄 
참 고마운 사람입니다
그런 그대를 위해서 나의 심장쯤이야
얼마든 아파도 좋은데
사랑이란 그 말은 못해도 먼곳에서 이렇게
바라만 보아도 모든걸 줄수 있어서 사랑할수 있어서
난 슬퍼도 행복합니다
 
나 태어나 처음 가슴 떨리는
이런 사랑 또 없을테죠
몰래 감춰둔 오랜 기억속에 단 하나의 사랑입니다
그런 그대를 위해서 아픈 눈물쯤이야
얼마든 참을수 있는데
사랑이란 그 말은 못해도 먼곳에서 이렇게
바라만 보아도 모든걸 줄수 있어서 사랑할수 있어서
난 슬퍼도 행복합니다
아무것도 바라지 않아도
그대 웃어준다면 난 행복할텐데
사랑은 주는거니까 그저 주는거니까
난 슬퍼도 행복합니다"
689,말리꽃,이승철,"얼마나 더 견뎌야 하는지 
짙은 어둠을 헤매고 있어 
내가 바란 꿈이라는 것은 없는걸까? 

더 이상은 견딜 수 없는 것 
지친 두 눈을 뜨는 것 마저 
긴 한숨을 내쉬는것조차 난 힘들어 

이렇게 난 쓰러진채로 끝나는 건 아닐까? 
항상 두려웠지만, 
지금 내가 가야할 세상속에 네가 있기에 

지쳐쓰러지며 되돌아가는 내 삶이 초라해 보인데도 
죽어진 네 모습과 함께 한다면 이제 갈 수 있어 

소중하게 남긴 너의 꿈들을 껴안아 네게 가져가려해 
어두운 세상속에 숨쉴 날들이 이제 잊혀지도록"
690,외면,이승철,"내게 머물다간 사람아
 세상모든것이 슬픈표정지며 뒤돌아설때 
자유롭게 날고 싶은 나에 미소너머로
 어두운 거리에 불빛 너무나 화려한데  
변해버린것은 너의맘 이잰난 알겠어
 너무 많은것을 서로 원했어 
사랑하면서도 외로움을 느껴야 했던 
그런 우리 슬픈 사랑이었어
 하지만 웃으며 서로에길 가야지 
소중했던 기억들 가슴에 묻어둔채 
흘러가는 시간과 숨가뿐 추억때문에 
잠못이루는 이밤 외로워도 
너가 내게 보낸 마지막 사랑해 그말 홀로남겨둔채 떠나가야지
 
하지만 웃으며 서로에길 가야지 
소중했던 기억들 가슴에 붇어둔채 흘러가는 시간과 숨가뿐 추억
때문에 잠못이루는 이밤 외로워도 너가 내게 보낸 마지막 사랑에 그말 홀로 남겨둔채 떠나가야지"
691,너에게 물들어간다,이승철,"얼마나 지난지 몰라 사랑에 취한 뒤에
두 눈에 입술에 가슴에 니가 또 스며든다
작은 그 입술보다도 미소가 맘에 들어
밤이 새 아침해가 밝아와도 니 얼굴이 떠오른다
널 그려본다 널 그려본다
아직 못다한 말 네게 하고픈 말 하나둘씩 꺼내본다
물들어간다 물들어간다
이렇게 사랑해 사랑해 널 너에게 닿을 때까지 또 그려본다

지금 내 곁에 있는 너 믿어지지가 않아
내 사랑 내 곁에 함께 해준 너를 또 나 안아본다
널 그려본다 널 그려본다
아직 못다한 말 네게 하고픈 말 하나둘씩 꺼내본다
물들어간다 물들어간다
이렇게 사랑해 사랑해 널 너에게 닿을 때까지 또 그려본다
사랑해 사랑해 사랑해 널 바라본다 
너에게 너에게 이렇게 물들어간다"
692,듣고 있나요,이승철,"끝내 우린 스쳐가나요
기억 넘어 서로를 지워야하나요
내게 사랑이준 깊은 상처는
어떻게 견디며 살아야하는지
매일 아픈 그리움 속에 가슴 텅빈채 살아도
그대를 사랑했던 일 그것만은 죽어도 나 후회하지 않아요

그대가 보고 싶을 때 미칠 듯 보고 싶을 때
그저 한 번씩 나 이렇게 남모르게 울면 돼요
잊지 말아요 그대여 잊지 말아요
내가 늘 그대의 곁에 있음을
사랑해요 그대 지금 듣고 있나요

그대 내게 올수 없어도 아직 이별은 아니죠
먼길을 돌아 언젠가 내게 돌아오려고 떠나는 길일테니깐

그대가 보고 싶을 땐 미칠 듯 보고 싶을 땐
그저 한 번씩 나 이렇게 남모르게 울면 돼요
잊지 말아요 그대여 잊지 말아요
내가 늘 그대의 곁에 있음을
사랑해요 그대 지금 듣고 있나요

언제라도 그댈 기다릴게요
먼저 그대가 날 잊는다 해도 워우워
사랑하니깐 내가 더 사랑하니까
그대 눈물도 외로움도 내가 다가져갈게요
울지 말아요 그대여 울지 말아요
세상이 그대를 슬프게해도
사랑해요 그대 지금 듣고 있나요"
693,인연,이승철,"눈을 떠 바라보아요 그댄 정말 가셨나요 
단 한번 보내준 그대 눈빛은 날 사랑했나요 
또 다른 사랑이 와도 이젠 쉽게 허락되진 않아 
견디기 힘들어 운명같은 우연을 기다려요 

지워질 수 없는 아픈 기억들 
그리워 하면서도 미워하면서도 난 널 
너무 사랑했어나봐요 그댈 보고싶은 만큼 후회되겠죠 
같은 운명처럼 다시 만난다면 
서러웠던 눈물이 가슴 속에 깊이 남아 있겠죠 

날 위해 태어난 사람 그댈 이젠 떠나줘요 
힘들어 지쳐도 그댈 그리워하며 살아가요 

지워질 수 없는 아픈 기억들 
그리워 하면서도 미워하면서도 그댈 
난 사랑할 수 없었나봐요 이젠 
그저 바라볼 수밖엔 없겠죠 
나 살아가는동안 다시 만난다면 
차마 볼 수 없음에 힘든 눈물을 흘리죠 
나는 정말 그댈 사랑해요"
694,Reggae Night,이승철,"그대 내가 내가 이젠 미워졌나 봐 Oh
내가 내가 이젠 싫어졌나
그대 그대 그대 나를 잊으려나 봐 Oh 
내 맘 슬프게 만드는 이 밤

언젠가 전화하던 그 목소리 시간이 멈출 것 같던
사랑해 입맞춤하는 그대의 Oh 
새빨간 그 거짓말
그대 내가 내가 이젠 미워졌나 봐 Oh
내가 내가 이젠 싫어졌나
그대 그대 그대 나를 잊으려나 봐 Oh 
내 맘 슬프게 만드는 이 밤

언젠가 나의 품에 안기던 날 낯설은 그 향기가 
아마 그 남자도 널 사랑했나 봐 곧 후회하겠지만

그대 내가 내가 이젠 미워졌나 봐 Oh
내가 내가 이젠 싫어졌나
그대 그대 그대 나를 잊으려나 봐 Oh 
내 맘 슬프게 만드는 이 밤

아무리 널 힘껏 안아 봐도 Oh 
내 가슴은 채워지질 않아 O ye
널 향한 내 미움 자꾸 커져 Oh 
그래도 더 많이 널 사랑할 거야

그대 내가 내가 이젠 미워졌나 봐 Oh
내가 내가 이젠 싫어졌나
그대 그대 그대 나를 잊으려나 봐 Oh 
내 맘 슬프게 만드는 이 밤
그대 내가 내가 이젠 미워졌나 봐 Oh
내가 내가 이젠 싫어졌나
그대 그대 그대 나를 잊으려나 봐 Oh 
내 맘 슬프게 만드는 이 밤 
Oh 나를 외롭게 하는 이 밤 
Oh 내 맘 슬프게 만드는 이 밤
Oh 나를 외롭게 하는 이 밤"
695,하얀밤에,이승철,"비 쏟아지는 밤에 먼 추억으로 난 가리
비 세차게 내려다오 내 뺨위에 흐르는 눈물 감추도록
눈물을

바람 불어오는 밤에 먼 추억으로 난 가리
바람 세차게 내려다오 헝클어진 머리가 아무도 모르게
아무도

비바람이 불어와 모든 것이 날아가 버릴 지라도
빗소리만 하얗게 나를 감싸네
그대 떠난 이 밤에 하염없이 눈물이 흘러 내려도
빗소리만 하얗게 나를 감싸네


그대 떠난 이 밤에....................................."
696,희야,이승철,"희야 날 좀 바라봐 
너는 나를 좋아했잖아 
너는 비록 싫다고 말해도 
나는 너의 마음 알아
사랑한다고 말하고 떠나면 
나의 마음 아파할까 봐 
빗속을 울며 말없이 떠나던 
너의 모습 너무나 슬퍼

하얀 얼굴에 젖은 
식어가는 너의 모습이 
밤마다 꿈속에 남아 
아직도 널 그리네

희야 날 좀 바라봐 
너는 나를 좋아했잖아 
너는 비록 싫다고 말해도 
나는 너의 마음 알아

오 희야 날 좀 바라봐 
오 희야 나의 희야"
697,회상 Ⅰ,이승철,"오랜 그옛날 하늘 파랄때
엄마 되고픈 그 하얀 아이
인형머리 매만지는 
커다란 눈망울과 그 조그만 손
그때 땅이 초록이었고 
냇물이 진한 노랑이었지
하늘아, 초록빛 땅아 그땔 아니
냇물아 오~ 나의 아이야
그파란 하늘아, 초록빛 땅아 그땔 아니
냇물아 오~ 나의 아이야~

하늘아, 초록빛 땅아 그땔 아니
냇물아 오~ 나의 아이야
그파란 하늘아, 초록빛 땅아 그땔 아니
냇물아 오~ 나의 아이야~"
698,소나기,이승철,"어느 단편소설속에 넌 떠오르지 
표정없이 미소짓던 모습들이
그것은 눈부신 색으로 쓰여지다 
어느샌가 아쉬움으로 스쳐지났지

한참 피어나던 장면에서 
넌 떠나가려하네 벌서부터 정해져있던 얘기인듯
온통 분홍빛으로 그려지다
급히도 회색빛으로 지워지었지

어느새 그렇게 멈추었나
작은 시간에 세상을 많이도 적셨네
시작하는 듯 끝이나버린 소설속에
너무도 많은 걸 적었네

한참 피어나던 장면에서 
넌 떠나가려하네 벌서부터 정해져있던 얘기인듯
온통 분홍빛으로 그려지다
급히도 회색빛으로 지워지었지

어느새 그렇게 멈추었나
작은 시간에 세상을 많이도 적셨네
시작하는 듯 끝이나버린 소설속에
너무도 많은 걸 적었네"
699,마지막 나의 모습,이승철,"당신을 알고 사랑을 알고 당신때문에 괴로운 이별 
시들은 꽃처럼 창백한 얼굴로 돌아서는 이 밤 
사랑이 나를 내가 사랑을 아무 일 없듯 떠나보냈나 
슬픔을 감추며 멀어진 그대 허탈한 뒷모습 
난 모르겠어 떠난 그 이유 다시는 사랑할 수 없다는걸 
난 알고싶어 그대 그마음 왜 나를 외면해야 했는지 
외로움에 지쳐버린 사랑했던 사람들의 고독들이 
꺼져가는 불빛따라 흔들리듯 걷고있는 
내모습이 너무 초라해 보이면 싫어 우우~우우우~~"
1,취기를 빌려,산들,언제부턴가 불쑥 내 습관이 돼버린 너 혹시나 이런 맘이 어쩌면 부담일까 널 주저했어 언제부턴가 점점 내 하루에 스며든 너 아침을 깨우는 네 생각에 어느샌가 거리엔 어둠이 젖어 들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 네가 좋다고 괜히 어색할까 혼자 애만 태우다 끝끝내 망설여왔던 순간 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 언제부턴가 가끔 너와 마주칠 때마다 한참을 머뭇거린 어설픈 손 인사만 오늘 밤도 후회로 잦아들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 보고 싶다고 괜히 어색할까 혼자 애만 태우다 수없이 연습해왔던 그 말 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 첫눈을 빌려 오늘은 꼭 고백할 거야 작은 너를 품에 안고서 눈을 마주하고 너무 사랑한다고 함께 하고 싶다고
7,오래된 노래,스탠딩에그,오래전에 함께듣던 노래가 발걸음을 다시 멈춰서게 해 이 거리에서 너를 느낄수있어 널 이곳에서 꼭다시 만날것같아 너일까봐 한번더 바라보고 너일까봐 자꾸 돌아보게 돼 어디선가 같은 노래를 듣고 날 생각하며 너역시 멈춰있을까 오래전에 함께듣던 노래가 거리에서 내게 우연히 들려온것처럼 살아가다 한번쯤 우연히 만날것같아 사랑했던 그모습 그대로 내 사랑이 그대로인것처럼 발걸음이 여길 찾는것처럼 꼭 만날꺼야 지금 이노래 처럼 날 사랑하는 네맘도 같을테니까 오래전에 함께듣던 노래가 거리에서 내게 우연히 들려온것처럼 살아가다 한번쯤 우연히 만날것같아 사랑했던 그모습 그대로 운명처럼 아니면 우연처럼 우리가 다시 예전처럼 만날수 있다면 너에게 나 해주고 싶은 말이 하나있어 널다시는 놓치지 않을께 오래전에 함께듣던 노래가 거리에서 내게 우연히 들려온것처럼 살아가다 한번쯤 우연히 만날것같아 사랑했던 그모습 그대로
15,아로하,조정석,어두운 불빛아래 촛불 하나 와인 잔에 담긴 약속하나 항상 너의 곁에서 널 지켜줄거야 날 믿어준 너였잖아 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 걱정 마 (I believe) 언제나 (I believe) 이 순간을 잊지 않을게 내 품에 (I believe) 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는데도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 나 바라는 건 오직 하나 영원한 행복을 꿈꾸지만 화려하지 않아도 꿈같진 않아도 너만 있어주면 돼 약속해 (I believe) 힘들 땐 (I believe) 너의 그늘이 되어줄게 내품에 (I believe) 안긴 너의 미소가 영원히 빛을 잃어 가지 않게 Cause your love is so sweet You are my everything 첫날 밤에 단 꿈에 젖어 하는 말이 아냐 난 변하지 않아 오직 너만 바라볼거야 oh You’re light of my life You are the one in my life 내 모든걸 다 잃는데도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 You’re light of my life You are the one in my life 내 모든걸 다 잃는데도 후회하지 않아 오직 너를 위한 변하지 않는 사랑으로 All I ever want is your love
16,사랑하게 될 줄 알았어,전미도,널 처음 사진으로 본 그날 구십구년 일월 삼십일일 그날 이후 지금 이 순간까지 나 하나만 기다려준 너를 오늘도 습관 같은 내 전화 따스히 받아 주는 너에게 세상 가장 행복한 사람으로 만들어 준 너를 너무 사랑해 사랑하게 될 줄 알았어 우리 처음 만난 그날에 시간 속에 희미해지는 사랑에 그대가 흔들린대도 그땐 내가 잡을게요 그대처럼 너무 편한 사이가 싫어서 너무 오랜 사랑 힘들어서 아픈 눈물 흘리는 널 돌아선 못된 내 마음도 기다려준 너를 사랑하게 될 줄 알았어 우리 처음 만난 그날에 시간 속에 희미해지는 사랑에 그대가 흔들린대도 그땐 내가 잡을게요 그대처럼 얼마나 힘들었을까 못난 내 눈물도 따스히 감싸준 너를 오- 사랑하게 될 줄 알았어 우리 처음 만난 그날에 시간 속에 희미해지는 사랑에 그대가 흔들린대도 내가 잡을게요 아무 걱정 마요 내 손을 잡아요 처음 그날처럼 우리
20,나비와 고양이,볼빨간사춘기,나를 보면 숨어요 어디든 자유롭게 날아요 이 날씨도 그댈 위한 거예요 난 너를 찾아요 그러면 그댄 어디든 있어요 내 손 위에 머물러 잠시 앉아 쉬어요 몰래몰래 그대를 보아요 사랑스런 날개 그댄 어디서 온 건가요 말하지 못한 채 나 손을 뻗어요 보랏빛 날개 그대는 달아요 내 맘이 그런 것처럼 그대 맘이 그런 것처럼 yeah 나를 보면 숨어요 어디든 자유롭게 날아요 이 날씨도 그댈 위한 거예요 난 너를 찾아요 그러면 그댄 어디든 있어요 내 손 위에 머물러 잠시 앉아 쉬어요 가만히 난 몰래몰래 그대를 보아요 사랑스런 날개 그댄 어디서 온 건가요 말하지 못한 채 나 손을 뻗어요 보랏빛 날개 그대는 달아요 내 맘이 그런 것처럼 그대 맘이 그런 것처럼 yeah 나를 보면 숨어요 어디든 자유롭게 날아요 이 날씨도 그댈 위한 거예요 난 너를 찾아요 그러면 그댄 어디든 있어요 내 손 위에 머물러 잠시 앉아 쉬어요 설렘이 가득하죠 이 날씨도 그 기분까지도 난 너를 찾아요 그러면 그댄 어디든 있어요 내 손 위에 머물러 잠시 앉아 쉬어요 내 어깨에 기대어 잠시 눈을 감아요
